Duration in months,Credit history,Purpose,Credit amount,Present employment since,Installment Rate,Gender,Marital Status,Present resident since,Property,Age,Housing,Employment,Credit Risk
24,No credits existing,Radio/Television,2223,>= 7 year,4,Male,Single,4,Life Insurance,52,Own,Skilled,1
12,No credits existing,Car,1480,Unemployed,2,Male,Single,4,No property,66,Free,Unemployed,1
24,Existing credits paid back duly,Car,1371,< 4 year,4,Female,Unknown,4,Real estate,25,Rent,Skilled,0
36,No credits existing,Car,3535,< 7 year,4,Male,Single,4,Car or other property,37,Own,Skilled,1
18,Existing credits paid back duly,Radio/Television,3509,< 7 year,4,Female,Unknown,1,Real estate,25,Own,Skilled,1
36,No credits existing,Car,5711,>= 7 year,4,Male,Single,2,Car or other property,38,Own,Self-employed,1
18,Existing credits paid back duly,Repairs,3872,Unemployed,2,Female,Unknown,4,Car or other property,67,Own,Skilled,1
39,No credits existing,Radio/Television,4933,< 7 year,2,Male,Single,2,Real estate,25,Own,Skilled,0
24,No credits existing,Car,1940,>= 7 year,4,Male,Single,4,Real estate,60,Own,Skilled,1
12,No credits taken,Retraining,1410,< 4 year,2,Male,Single,2,Real estate,31,Own,Unskilled resident,1
12,Existing credits paid back duly,Car,836,< 1 year,4,Female,Unknown,2,Life Insurance,23,Own,Unskilled resident,0
20,Existing credits paid back duly,Car,6468,Unemployed,1,Male,Divorced,4,Real estate,60,Own,Self-employed,1
18,Existing credits paid back duly,Business,1941,< 4 year,4,Male,Single,2,Life Insurance,35,Own,Unskilled resident,1
22,Existing credits paid back duly,Radio/Television,2675,>= 7 year,3,Male,Single,4,Car or other property,40,Own,Skilled,1
48,No credits existing,Car,2751,>= 7 year,4,Male,Single,3,Car or other property,38,Own,Skilled,1
48,Delay in paying off,Education,6224,>= 7 year,4,Male,Single,4,No property,50,Free,Skilled,0
40,No credits existing,Education,5998,< 4 year,4,Male,Single,3,No property,27,Own,Skilled,0
21,Existing credits paid back duly,Business,1188,>= 7 year,2,Female,Unknown,4,Life Insurance,39,Own,Skilled,0
24,Existing credits paid back duly,Car,6313,>= 7 year,3,Male,Single,4,Car or other property,41,Own,Self-employed,1
6,No credits existing,Furniture,1221,< 4 year,1,Male,Married,2,Life Insurance,27,Own,Skilled,1
24,Existing credits paid back duly,Furniture,2892,>= 7 year,3,Male,Divorced,4,No property,51,Free,Skilled,1
24,Existing credits paid back duly,Furniture,3062,>= 7 year,4,Male,Single,3,No property,32,Rent,Skilled,1
9,Existing credits paid back duly,Furniture,2301,< 1 year,2,Female,Unknown,4,Life Insurance,22,Rent,Skilled,1
18,Existing credits paid back duly,Car,7511,>= 7 year,1,Male,Single,4,Life Insurance,51,Free,Skilled,0
12,No credits existing,Furniture,1258,< 1 year,2,Female,Unknown,4,Life Insurance,22,Rent,Unskilled resident,1
24,Delay in paying off,Car,717,>= 7 year,4,Male,Married,4,Car or other property,54,Own,Skilled,1
9,Existing credits paid back duly,Car,1549,< 1 year,4,Male,Single,2,Real estate,35,Own,Unemployed,1
24,No credits existing,Education,1597,>= 7 year,4,Male,Single,4,No property,54,Free,Skilled,1
18,No credits existing,Radio/Television,1795,>= 7 year,3,Female,Unknown,4,Real estate,48,Rent,Unskilled resident,1
20,No credits existing,Furniture,4272,>= 7 year,1,Female,Unknown,4,Life Insurance,24,Own,Skilled,1
12,No credits existing,Radio/Television,976,>= 7 year,4,Male,Single,4,Car or other property,35,Own,Skilled,1
12,Existing credits paid back duly,Car,7472,Unemployed,1,Female,Unknown,2,Real estate,24,Rent,Unemployed,1
36,Existing credits paid back duly,Car,9271,< 7 year,2,Male,Single,1,Car or other property,24,Own,Skilled,0
6,Existing credits paid back duly,Radio/Television,590,< 1 year,3,Male,Married,3,Real estate,26,Own,Unskilled resident,1
12,No credits existing,Radio/Television,930,>= 7 year,4,Male,Single,4,Real estate,65,Own,Skilled,1
42,Credits paid back duly,Car,9283,Unemployed,1,Male,Single,2,No property,55,Free,Self-employed,1
15,No credits taken,Car,1778,< 1 year,2,Female,Unknown,1,Real estate,26,Rent,Unemployed,0
8,Existing credits paid back duly,Business,907,< 1 year,3,Male,Married,2,Real estate,26,Own,Skilled,1
6,Existing credits paid back duly,Radio/Television,484,< 7 year,3,Male,Married,3,Real estate,28,Own,Unskilled resident,1
36,No credits existing,Car,9629,< 7 year,4,Male,Single,4,Car or other property,24,Own,Skilled,0
48,Existing credits paid back duly,Domestic Appliances,3051,< 4 year,3,Male,Single,4,Car or other property,54,Own,Skilled,0
48,Existing credits paid back duly,Car,3931,< 7 year,4,Male,Single,4,No property,46,Free,Skilled,0
36,Delay in paying off,Car,7432,< 4 year,2,Female,Unknown,2,Life Insurance,54,Rent,Skilled,1
6,Existing credits paid back duly,Domestic Appliances,1338,< 4 year,1,Male,Divorced,4,Real estate,62,Own,Skilled,1
6,No credits existing,Radio/Television,1554,< 7 year,1,Female,Unknown,2,Car or other property,24,Rent,Skilled,1
36,Existing credits paid back duly,Car0,15857,Unemployed,2,Male,Divorced,3,Car or other property,43,Own,Self-employed,1
18,Existing credits paid back duly,Radio/Television,1345,< 4 year,4,Male,Married,3,Real estate,26,Own,Skilled,0
12,Existing credits paid back duly,Car,1101,< 4 year,3,Male,Married,2,Real estate,27,Own,Skilled,1
12,Existing credits paid back duly,Radio/Television,3016,< 4 year,3,Male,Married,1,Car or other property,24,Own,Skilled,1
36,Existing credits paid back duly,Furniture,2712,>= 7 year,2,Male,Single,2,Life Insurance,41,Own,Skilled,0
8,No credits existing,Car,731,>= 7 year,4,Male,Single,4,Real estate,47,Own,Unskilled resident,1
18,No credits existing,Furniture,3780,< 1 year,3,Male,Divorced,2,Car or other property,35,Own,Self-employed,1
21,No credits existing,Car,1602,>= 7 year,4,Male,Married,3,Car or other property,30,Own,Skilled,1
18,No credits existing,Car,3966,>= 7 year,1,Female,Unknown,4,Real estate,33,Rent,Skilled,0
18,No credits taken,Business,4165,< 4 year,2,Male,Single,2,Car or other property,36,Own,Skilled,0
36,Existing credits paid back duly,Car,8335,>= 7 year,3,Male,Single,4,No property,47,Free,Skilled,0
48,Delay in paying off,Business,6681,< 4 year,4,Male,Single,4,No property,38,Free,Skilled,1
24,Delay in paying off,Business,2375,< 4 year,4,Male,Single,2,Car or other property,44,Own,Skilled,1
18,Existing credits paid back duly,Car,1216,< 1 year,4,Female,Unknown,3,Car or other property,23,Rent,Skilled,0
45,No credits taken,Business,11816,>= 7 year,2,Male,Single,4,Car or other property,29,Rent,Skilled,0
24,Existing credits paid back duly,Radio/Television,5084,>= 7 year,2,Female,Unknown,4,Car or other property,42,Own,Skilled,1
15,Existing credits paid back duly,Radio/Television,2327,< 1 year,2,Female,Unknown,3,Real estate,25,Own,Unskilled resident,0
12,No credits taken,Car,1082,< 4 year,4,Male,Single,4,Car or other property,48,Own,Skilled,0
12,Existing credits paid back duly,Radio/Television,886,< 4 year,4,Female,Unknown,2,Car or other property,21,Own,Skilled,1
4,Existing credits paid back duly,Furniture,601,< 1 year,1,Female,Unknown,3,Real estate,23,Rent,Unskilled resident,1
24,No credits existing,Car,2957,>= 7 year,4,Male,Single,4,Life Insurance,63,Own,Skilled,1
24,No credits existing,Radio/Television,2611,>= 7 year,4,Male,Married,3,Real estate,46,Own,Skilled,1
36,Existing credits paid back duly,Furniture,5179,< 7 year,4,Male,Single,2,Life Insurance,29,Own,Skilled,0
21,Delay in paying off,Car,2993,< 4 year,3,Male,Single,2,Real estate,28,Own,Unskilled resident,1
18,Existing credits paid back duly,Repairs,1943,< 1 year,4,Female,Unknown,4,Real estate,23,Own,Skilled,0
24,Credits paid back duly,Business,1559,< 7 year,4,Male,Single,4,Car or other property,50,Own,Skilled,1
18,Existing credits paid back duly,Furniture,3422,>= 7 year,4,Male,Single,4,Life Insurance,47,Own,Skilled,1
21,Existing credits paid back duly,Furniture,3976,< 7 year,2,Male,Single,3,Car or other property,35,Own,Skilled,1
18,Existing credits paid back duly,Car,6761,< 4 year,2,Male,Single,4,Car or other property,68,Rent,Skilled,0
24,Existing credits paid back duly,Car,1249,< 1 year,4,Male,Married,2,Real estate,28,Own,Skilled,1
9,Existing credits paid back duly,Radio/Television,1364,< 7 year,3,Male,Single,4,Real estate,59,Own,Skilled,1
12,Existing credits paid back duly,Radio/Television,709,>= 7 year,4,Male,Single,4,Real estate,57,Own,Unskilled resident,0
20,No credits existing,Car,2235,< 4 year,4,Male,Married,2,Life Insurance,33,Rent,Skilled,0
24,No credits existing,Car,4042,< 7 year,3,Male,Single,4,Life Insurance,43,Own,Skilled,1
15,No credits existing,Radio/Television,1471,< 4 year,4,Male,Single,4,No property,35,Free,Skilled,1
18,Credits paid back duly,Car,1442,< 7 year,4,Male,Single,4,No property,32,Free,Unskilled resident,0
36,Delay in paying off,Car,10875,>= 7 year,2,Male,Single,2,Car or other property,45,Own,Skilled,1
24,Existing credits paid back duly,Car,1474,< 1 year,4,Male,Married,3,Real estate,33,Own,Skilled,1
10,Existing credits paid back duly,Retraining,894,< 7 year,4,Female,Unknown,3,Life Insurance,40,Own,Skilled,1
15,No credits existing,Furniture,3343,< 4 year,4,Male,Single,2,No property,28,Free,Skilled,1
15,Existing credits paid back duly,Car,3959,< 4 year,3,Female,Unknown,2,Life Insurance,29,Own,Skilled,0
9,Existing credits paid back duly,Car,3577,< 4 year,1,Male,Single,2,Real estate,26,Rent,Skilled,1
24,No credits existing,Car,5804,< 4 year,4,Male,Single,2,Real estate,27,Own,Skilled,1
18,Delay in paying off,Business,2169,< 4 year,4,Male,Married,2,Car or other property,28,Own,Skilled,0
24,Existing credits paid back duly,Radio/Television,2439,< 1 year,4,Female,Unknown,4,Real estate,35,Own,Skilled,0
27,No credits existing,Furniture,4526,< 1 year,4,Male,Single,2,Real estate,32,Own,Unskilled resident,1
10,Existing credits paid back duly,Furniture,2210,< 4 year,2,Male,Single,2,Real estate,25,Rent,Unskilled resident,0
15,Existing credits paid back duly,Furniture,2221,< 4 year,2,Female,Unknown,4,Car or other property,20,Rent,Skilled,1
18,Existing credits paid back duly,Radio/Television,2389,< 1 year,4,Female,Unknown,1,Car or other property,27,Own,Skilled,1
12,No credits existing,Furniture,3331,>= 7 year,2,Male,Single,4,Life Insurance,42,Own,Skilled,1
36,Existing credits paid back duly,Business,7409,>= 7 year,3,Male,Single,2,Life Insurance,37,Own,Skilled,1
12,Existing credits paid back duly,Furniture,652,>= 7 year,4,Female,Unknown,4,Life Insurance,24,Rent,Skilled,1
36,Delay in paying off,Furniture,7678,< 7 year,2,Female,Unknown,4,Car or other property,40,Own,Skilled,1
6,No credits existing,Car,1343,>= 7 year,1,Male,Single,4,Real estate,46,Own,Skilled,1
24,No credits existing,Business,1382,< 7 year,4,Male,Single,1,Real estate,26,Own,Skilled,1
15,Existing credits paid back duly,Domestic Appliances,874,< 1 year,4,Female,Unknown,1,Real estate,24,Own,Skilled,1
12,Existing credits paid back duly,Furniture,3590,< 4 year,2,Male,Single,2,Life Insurance,29,Own,Unskilled resident,1
11,No credits existing,Car,1322,< 4 year,4,Female,Unknown,4,Car or other property,40,Own,Skilled,1
18,Credits paid back duly,Radio/Television,1940,< 1 year,3,Male,Single,4,No property,36,Free,Self-employed,1
36,Existing credits paid back duly,Radio/Television,3595,>= 7 year,4,Male,Single,2,Car or other property,28,Own,Skilled,1
9,Existing credits paid back duly,Car,1422,< 1 year,3,Male,Single,2,No property,27,Free,Self-employed,0
30,No credits existing,Radio/Television,6742,< 7 year,2,Male,Single,3,Life Insurance,36,Own,Skilled,1
24,Existing credits paid back duly,Car,7814,< 7 year,3,Male,Single,3,Car or other property,38,Own,Self-employed,1
24,Existing credits paid back duly,Car,9277,< 4 year,2,Male,Divorced,4,No property,48,Free,Skilled,1
30,No credits existing,Car,2181,>= 7 year,4,Male,Single,4,Real estate,36,Own,Skilled,1
18,No credits existing,Radio/Television,1098,Unemployed,4,Female,Unknown,4,Car or other property,65,Own,Unemployed,1
24,Existing credits paid back duly,Furniture,4057,< 7 year,3,Male,Divorced,3,Car or other property,43,Own,Skilled,0
12,Existing credits paid back duly,Education,795,< 1 year,4,Female,Unknown,4,Life Insurance,53,Own,Skilled,0
24,No credits existing,Business,2825,< 7 year,4,Male,Single,3,No property,34,Own,Skilled,1
48,Existing credits paid back duly,Business,15672,< 4 year,2,Male,Single,2,Car or other property,23,Own,Skilled,0
36,No credits existing,Car,6614,>= 7 year,4,Male,Single,4,Car or other property,34,Own,Self-employed,1
28,Credits paid back duly,Car,7824,< 1 year,3,Male,Single,4,Real estate,40,Rent,Skilled,1
27,No credits existing,Business,2442,>= 7 year,4,Male,Single,4,Car or other property,43,Own,Self-employed,1
15,No credits existing,Radio/Television,1829,>= 7 year,4,Male,Single,4,Car or other property,46,Own,Skilled,1
12,No credits existing,Car,2171,< 4 year,4,Male,Single,4,Life Insurance,38,Own,Unskilled resident,1
36,No credits existing,Car,5800,< 4 year,3,Male,Single,4,Car or other property,34,Own,Skilled,1
18,No credits existing,Radio/Television,1169,< 4 year,4,Male,Single,3,Life Insurance,29,Own,Skilled,1
36,Delay in paying off,Car,8947,< 7 year,3,Male,Single,2,Car or other property,31,Own,Self-employed,1
21,Existing credits paid back duly,Radio/Television,2606,< 1 year,4,Female,Unknown,4,Life Insurance,28,Rent,Self-employed,1
12,No credits existing,Furniture,1592,< 7 year,3,Female,Unknown,2,Life Insurance,35,Own,Skilled,1
15,Existing credits paid back duly,Furniture,2186,< 7 year,1,Female,Unknown,4,Real estate,33,Rent,Unskilled resident,1
18,Existing credits paid back duly,Furniture,4153,< 4 year,2,Male,Single,3,Car or other property,42,Own,Skilled,0
16,No credits existing,Car,2625,>= 7 year,2,Male,Single,4,Life Insurance,43,Rent,Skilled,0
20,No credits existing,Car,3485,< 1 year,2,Male,Divorced,4,Real estate,44,Own,Skilled,1
36,No credits existing,Car,10477,>= 7 year,2,Male,Single,4,No property,42,Free,Skilled,1
15,Existing credits paid back duly,Radio/Television,1386,< 4 year,4,Male,Married,2,Real estate,40,Rent,Skilled,1
24,Existing credits paid back duly,Radio/Television,1278,>= 7 year,4,Male,Single,1,Real estate,36,Own,Self-employed,1
12,Existing credits paid back duly,Radio/Television,1107,< 4 year,2,Male,Single,2,Real estate,20,Rent,Self-employed,1
21,Existing credits paid back duly,Car,3763,< 7 year,2,Male,Single,2,Real estate,24,Own,Unskilled resident,1
36,Existing credits paid back duly,Education,3711,< 4 year,2,Male,Married,2,Car or other property,27,Own,Skilled,1
15,Delay in paying off,Car,3594,< 1 year,1,Female,Unknown,2,Life Insurance,46,Own,Unskilled resident,1
9,Existing credits paid back duly,Car,3195,< 4 year,1,Female,Unknown,2,Real estate,33,Own,Unskilled resident,1
36,Delay in paying off,Radio/Television,4454,< 4 year,4,Female,Unknown,4,Real estate,34,Own,Skilled,1
24,No credits existing,Furniture,4736,< 1 year,2,Female,Unknown,4,Car or other property,25,Own,Unskilled resident,0
30,Existing credits paid back duly,Radio/Television,2991,>= 7 year,2,Female,Unknown,4,Car or other property,25,Own,Skilled,1
11,Existing credits paid back duly,Business,2142,>= 7 year,1,Male,Divorced,2,Real estate,28,Own,Skilled,1
24,Credits paid back duly,Business,3161,< 4 year,4,Male,Single,2,Life Insurance,31,Rent,Skilled,0
48,No credits taken,Car0,18424,< 4 year,1,Female,Unknown,2,Life Insurance,32,Own,Self-employed,0
10,Existing credits paid back duly,Car,2848,< 4 year,1,Male,Single,2,Real estate,32,Own,Skilled,1
6,Existing credits paid back duly,Car,14896,>= 7 year,1,Male,Single,4,No property,68,Own,Self-employed,0
24,Existing credits paid back duly,Furniture,2359,Unemployed,1,Male,Divorced,1,Life Insurance,33,Own,Skilled,0
24,Existing credits paid back duly,Furniture,3345,>= 7 year,4,Male,Single,2,Life Insurance,39,Rent,Self-employed,0
18,No credits existing,Furniture,1817,< 4 year,4,Female,Unknown,2,No property,28,Own,Skilled,1
48,Delay in paying off,Radio/Television,12749,< 7 year,4,Male,Single,1,Car or other property,37,Own,Self-employed,1
9,Existing credits paid back duly,Radio/Television,1366,< 1 year,3,Female,Unknown,4,Life Insurance,22,Rent,Skilled,0
12,Existing credits paid back duly,Car,2002,< 7 year,3,Male,Single,4,Life Insurance,30,Rent,Skilled,1
24,Credits paid back duly,Furniture,6872,< 1 year,2,Male,Divorced,1,Life Insurance,55,Own,Skilled,0
12,Credits paid back duly,Car,697,< 1 year,4,Male,Single,2,Car or other property,46,Own,Skilled,0
18,No credits existing,Furniture,1049,< 1 year,4,Female,Unknown,4,Life Insurance,21,Rent,Skilled,1
48,Existing credits paid back duly,Car,10297,< 7 year,4,Male,Single,4,No property,39,Free,Skilled,0
30,Existing credits paid back duly,Radio/Television,1867,>= 7 year,4,Male,Single,4,Car or other property,58,Own,Skilled,1
12,Delay in paying off,Car,1344,< 4 year,4,Male,Single,2,Real estate,43,Own,Unskilled resident,1
24,Existing credits paid back duly,Furniture,1747,< 1 year,4,Male,Single,1,Life Insurance,24,Own,Unskilled resident,1
9,Existing credits paid back duly,Radio/Television,1670,< 1 year,4,Female,Unknown,2,Car or other property,22,Own,Skilled,0
9,No credits existing,Car,1224,< 4 year,3,Male,Single,1,Real estate,30,Own,Skilled,1
12,No credits existing,Radio/Television,522,>= 7 year,4,Male,Single,4,Life Insurance,42,Own,Skilled,1
12,Existing credits paid back duly,Radio/Television,1498,< 4 year,4,Female,Unknown,1,Car or other property,23,Own,Skilled,1
30,Delay in paying off,Radio/Television,1919,< 1 year,4,Male,Single,3,No property,30,Own,Self-employed,0
9,Existing credits paid back duly,Radio/Television,745,< 4 year,3,Female,Unknown,2,Real estate,28,Own,Unskilled resident,0
6,Existing credits paid back duly,Radio/Television,2063,< 1 year,4,Male,Married,3,Car or other property,30,Rent,Self-employed,1
60,Existing credits paid back duly,Education,6288,< 4 year,4,Male,Single,4,No property,42,Free,Skilled,0
24,No credits existing,Car,6842,< 4 year,2,Male,Single,4,Life Insurance,46,Own,Self-employed,1
12,Existing credits paid back duly,Car,3527,< 1 year,2,Male,Single,3,Life Insurance,45,Own,Self-employed,1
10,Existing credits paid back duly,Car,1546,< 4 year,3,Male,Single,2,Real estate,31,Own,Unskilled resident,1
24,Existing credits paid back duly,Furniture,929,< 7 year,4,Male,Single,2,Car or other property,31,Own,Skilled,1
4,No credits existing,Car,1455,< 7 year,2,Male,Single,1,Real estate,42,Own,Unskilled resident,1
15,Existing credits paid back duly,Furniture,1845,< 1 year,4,Female,Unknown,1,Life Insurance,46,Rent,Skilled,1
48,No credits taken,Car,8358,< 1 year,1,Female,Unknown,1,Car or other property,30,Own,Skilled,1
24,Credits paid back duly,Furniture,3349,< 1 year,4,Male,Single,4,No property,30,Free,Skilled,0
12,Existing credits paid back duly,Car,2859,Unemployed,4,Male,Single,4,No property,38,Own,Self-employed,1
18,Existing credits paid back duly,Furniture,1533,< 1 year,4,Male,Married,1,Life Insurance,43,Own,Unskilled resident,0
24,Existing credits paid back duly,Radio/Television,3621,>= 7 year,2,Male,Single,4,Car or other property,31,Own,Skilled,0
18,No credits existing,Business,3590,Unemployed,3,Male,Married,3,Car or other property,40,Own,Unemployed,1
36,Delay in paying off,Business,2145,< 7 year,2,Male,Single,1,Car or other property,24,Own,Skilled,0
24,Existing credits paid back duly,Car,4113,< 1 year,3,Female,Unknown,4,Car or other property,28,Rent,Skilled,0
36,Existing credits paid back duly,Furniture,10974,Unemployed,4,Female,Unknown,2,Car or other property,26,Own,Self-employed,0
12,Existing credits paid back duly,Car,1893,< 4 year,4,Female,Unknown,4,Life Insurance,29,Own,Skilled,1
24,No credits existing,Radio/Television,1231,>= 7 year,4,Female,Unknown,4,Life Insurance,57,Rent,Self-employed,1
30,No credits existing,Radio/Television,3656,>= 7 year,4,Male,Single,4,Life Insurance,49,Own,Unskilled resident,1
9,No credits existing,Radio/Television,1154,>= 7 year,2,Male,Single,4,Real estate,37,Own,Unskilled resident,1
28,Existing credits paid back duly,Car,4006,< 4 year,3,Male,Single,2,Car or other property,45,Own,Unskilled resident,0
24,Existing credits paid back duly,Furniture,3069,>= 7 year,4,Male,Single,4,No property,30,Free,Skilled,1
6,No credits existing,Radio/Television,1740,>= 7 year,2,Male,Married,2,Real estate,30,Rent,Skilled,1
21,Delay in paying off,Car,2353,< 4 year,1,Male,Divorced,4,Life Insurance,47,Own,Skilled,1
15,Existing credits paid back duly,Car,3556,< 4 year,3,Male,Single,2,No property,29,Own,Skilled,1
24,Existing credits paid back duly,Radio/Television,2397,>= 7 year,3,Male,Single,2,Car or other property,35,Own,Skilled,0
6,Existing credits paid back duly,Repairs,454,< 1 year,3,Male,Married,1,Life Insurance,22,Own,Unskilled resident,1
30,Existing credits paid back duly,Radio/Television,1715,< 4 year,4,Female,Unknown,1,Car or other property,26,Own,Skilled,1
27,No credits existing,Radio/Television,2520,< 4 year,4,Male,Single,2,Life Insurance,23,Own,Unskilled resident,0
15,Existing credits paid back duly,Radio/Television,3568,>= 7 year,4,Female,Unknown,2,Car or other property,54,Rent,Self-employed,1
42,Existing credits paid back duly,Radio/Television,7166,< 7 year,2,Male,Married,4,Life Insurance,29,Rent,Skilled,1
11,No credits existing,Car,3939,< 4 year,1,Male,Single,2,Real estate,40,Own,Unskilled resident,1
15,Existing credits paid back duly,Repairs,1514,< 4 year,4,Male,Single,2,Real estate,22,Own,Skilled,1
24,Existing credits paid back duly,Car,7393,< 4 year,1,Male,Single,4,Life Insurance,43,Own,Unskilled resident,1
24,Credits paid back duly,Car,1193,Unemployed,1,Female,Unknown,4,No property,29,Rent,Unemployed,0
60,Existing credits paid back duly,Business,7297,>= 7 year,4,Male,Single,4,No property,36,Rent,Skilled,0
30,No credits existing,Radio/Television,2831,< 4 year,4,Female,Unknown,2,Car or other property,33,Own,Skilled,1
24,Existing credits paid back duly,Radio/Television,1258,< 4 year,3,Female,Unknown,3,Car or other property,57,Own,Unskilled resident,1
6,Existing credits paid back duly,Radio/Television,753,< 4 year,2,Female,Unknown,3,Real estate,64,Own,Skilled,1
18,Delay in paying off,Business,2427,>= 7 year,4,Male,Single,2,Life Insurance,42,Own,Skilled,1
24,Delay in paying off,Car,2538,>= 7 year,4,Male,Single,4,Car or other property,47,Own,Unskilled resident,0
15,Credits paid back duly,Car,1264,< 4 year,2,Male,Married,2,Life Insurance,25,Rent,Skilled,0
30,No credits existing,Furniture,8386,< 7 year,2,Male,Single,2,Life Insurance,49,Own,Skilled,0
48,Existing credits paid back duly,Business,4844,Unemployed,3,Male,Single,2,Car or other property,33,Rent,Self-employed,0
21,Existing credits paid back duly,Car,2923,< 4 year,1,Female,Unknown,1,Car or other property,28,Own,Self-employed,1
36,Existing credits paid back duly,Car,8229,< 4 year,2,Male,Single,2,Life Insurance,26,Own,Skilled,0
24,No credits existing,Furniture,2028,< 7 year,2,Male,Single,2,Life Insurance,30,Own,Unskilled resident,1
15,No credits existing,Furniture,1433,< 4 year,4,Female,Unknown,3,Life Insurance,25,Rent,Skilled,1
42,No credits taken,Business,6289,< 1 year,2,Male,Divorced,1,Life Insurance,33,Own,Skilled,1
13,Existing credits paid back duly,Radio/Television,1409,Unemployed,2,Female,Unknown,4,Real estate,64,Own,Skilled,1
24,Existing credits paid back duly,Car,6579,Unemployed,4,Male,Single,2,No property,29,Free,Self-employed,1
24,No credits existing,Radio/Television,1743,>= 7 year,4,Male,Single,2,Life Insurance,48,Own,Unskilled resident,1
12,No credits existing,Education,3565,< 1 year,2,Male,Single,1,Life Insurance,37,Own,Unskilled resident,1
15,Credits paid back duly,Radio/Television,1569,>= 7 year,4,Male,Single,4,Car or other property,34,Own,Unskilled resident,1
18,Existing credits paid back duly,Radio/Television,1936,< 7 year,2,Male,Married,4,Car or other property,23,Rent,Unskilled resident,1
36,Existing credits paid back duly,Furniture,3959,Unemployed,4,Male,Single,3,Life Insurance,30,Own,Self-employed,1
12,Existing credits paid back duly,Car,2390,>= 7 year,4,Male,Single,3,Car or other property,50,Own,Skilled,1
12,Existing credits paid back duly,Furniture,1736,< 7 year,3,Female,Unknown,4,Real estate,31,Own,Unskilled resident,1
30,Existing credits paid back duly,Car,3857,< 4 year,4,Male,Divorced,4,Life Insurance,40,Own,Self-employed,1
12,Existing credits paid back duly,Radio/Television,804,>= 7 year,4,Male,Single,4,Car or other property,38,Own,Skilled,1
45,Existing credits paid back duly,Radio/Television,1845,< 4 year,4,Male,Single,4,No property,23,Free,Skilled,0
45,No credits existing,Car,4576,Unemployed,3,Male,Single,4,Car or other property,27,Own,Skilled,1
